ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.7825e+07)","Runtime Improvement""""(3.52359e+07)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
1265,47.95,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,59.78,28.66,30.33,85.46,148,"    1, 2747,    1","  128,    1,    1"
1267,47.66,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,59.55,28.38,30.14,85.81,148,"    1, 2747,    1","  128,    1,    1"
1156,47.47,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,247.71,117.60,44.75,52.53,160,"    1, 2747,    1","  128,    1,    1"
1160,47.47,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,247.68,117.57,44.74,52.53,160,"    1, 2747,    1","  128,    1,    1"
1204,47.33,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage2_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage2_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,267.33,126.53,41.93,52.67,254,"    1, 1374,    1","  128,    1,    1"
1208,47.31,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage2_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage2_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,267.23,126.43,42.13,52.69,254,"    1, 1374,    1","  128,    1,    1"
233,47.19,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,11.65,5.50,43.14,50.05,16," 2750,    1,    1","  128,    1,    1"
356,47.19,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.70,24.87,75.50,75.50,38,"    1,   16, 1024","  256,    1,    1"
360,47.13,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.90,24.93,75.40,75.40,38,"    1,   16, 1024","  256,    1,    1"
1309,47.12,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,5.02,2.37,18.81,18.32,16,"  687,    1,    1","  128,    1,    1"
380,47.11,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.58,24.77,75.37,75.37,38,"    1,   16, 1024","  256,    1,    1"
348,47.10,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.99,24.96,75.36,75.36,38,"    1,   16, 1024","  256,    1,    1"
352,47.10,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.61,24.78,75.35,75.35,38,"    1,   16, 1024","  256,    1,    1"
388,47.07,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.67,24.79,75.31,75.31,38,"    1,   16, 1024","  256,    1,    1"
384,47.06,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.77,24.83,75.30,75.30,38,"    1,   16, 1024","  256,    1,    1"
328,47.06,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.74,24.82,75.30,75.30,38,"    1,   16, 1024","  256,    1,    1"
364,47.06,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.64,24.77,75.30,75.30,38,"    1,   16, 1024","  256,    1,    1"
336,47.05,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.80,24.84,75.28,75.28,38,"    1,   16, 1024","  256,    1,    1"
368,47.02,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.67,24.76,75.23,75.23,38,"    1,   16, 1024","  256,    1,    1"
372,46.96,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.93,24.85,75.13,75.13,38,"    1,   16, 1024","  256,    1,    1"
340,46.94,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.74,24.76,75.11,75.11,38,"    1,   16, 1024","  256,    1,    1"
332,46.93,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.74,24.75,75.10,75.10,38,"    1,   16, 1024","  256,    1,    1"
376,46.88,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.93,24.81,75.01,75.01,38,"    1,   16, 1024","  256,    1,    1"
344,46.87,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.83,24.76,75.00,75.00,38,"    1,   16, 1024","  256,    1,    1"
625,46.83,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.61,24.64,74.93,74.93,38,"    1,   16, 1024","  256,    1,    1"
541,46.81,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.58,24.61,74.90,74.90,38,"    1,   16, 1024","  256,    1,    1"
629,46.79,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.93,24.77,74.87,74.87,38,"    1,   16, 1024","  256,    1,    1"
565,46.76,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.64,24.61,74.82,74.82,38,"    1,   16, 1024","  256,    1,    1"
549,46.76,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.80,24.69,74.81,74.81,38,"    1,   16, 1024","  256,    1,    1"
533,46.76,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.51,24.55,74.81,74.81,38,"    1,   16, 1024","  256,    1,    1"
400,46.75,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.70,24.64,74.81,74.81,38,"    1,   16, 1024","  256,    1,    1"
601,46.75,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.51,24.55,74.80,74.80,38,"    1,   16, 1024","  256,    1,    1"
577,46.74,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.80,24.68,74.78,74.78,38,"    1,   16, 1024","  256,    1,    1"
408,46.73,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.58,24.57,74.76,74.76,38,"    1,   16, 1024","  256,    1,    1"
569,46.73,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.70,24.63,74.76,74.76,38,"    1,   16, 1024","  256,    1,    1"
561,46.72,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.74,24.64,74.75,74.75,38,"    1,   16, 1024","  256,    1,    1"
585,46.69,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.74,24.62,74.71,74.71,38,"    1,   16, 1024","  256,    1,    1"
553,46.69,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.61,24.56,74.71,74.71,38,"    1,   16, 1024","  256,    1,    1"
545,46.69,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.42,24.47,74.71,74.71,38,"    1,   16, 1024","  256,    1,    1"
557,46.67,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.58,24.54,74.67,74.67,38,"    1,   16, 1024","  256,    1,    1"
573,46.67,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.51,24.51,74.67,74.67,38,"    1,   16, 1024","  256,    1,    1"
537,46.66,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.61,24.54,74.65,74.65,38,"    1,   16, 1024","  256,    1,    1"
529,46.65,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.45,24.47,74.64,74.64,38,"    1,   16, 1024","  256,    1,    1"
396,46.64,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.80,24.63,74.63,74.63,38,"    1,   16, 1024","  256,    1,    1"
633,46.64,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.80,24.63,74.63,74.63,38,"    1,   16, 1024","  256,    1,    1"
609,46.64,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.64,24.55,74.63,74.63,38,"    1,   16, 1024","  256,    1,    1"
404,46.61,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.64,24.53,74.57,74.57,38,"    1,   16, 1024","  256,    1,    1"
392,46.60,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.86,24.63,74.55,74.55,38,"    1,   16, 1024","  256,    1,    1"
617,46.59,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.74,24.57,74.54,74.54,38,"    1,   16, 1024","  256,    1,    1"
593,46.52,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,52.51,24.43,74.43,74.43,38,"    1,   16, 1024","  256,    1,    1"
12,45.71,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.20,1.46,20.60,10.99,16,"  344,    1,    1","  256,    1,    1"
24,45.68,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.20,1.46,20.51,10.91,16,"  344,    1,    1","  256,    1,    1"
16,45.64,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.20,1.46,19.31,11.05,16,"  344,    1,    1","  256,    1,    1"
10,45.61,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.20,1.46,20.11,11.08,16,"  344,    1,    1","  256,    1,    1"
1112,45.49,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc8_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc8_execute_kernel__5x_cudnn,164.38,74.78,37.66,54.51,106,"    1, 2747,    1","  128,    1,    1"
4,45.34,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.17,1.44,20.70,11.09,16,"  344,    1,    1","  256,    1,    1"
6,45.31,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.23,1.46,19.27,10.97,16,"  344,    1,    1","  256,    1,    1"
1108,45.27,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc8_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc8_execute_kernel__5x_cudnn,164.99,74.70,37.82,54.73,106,"    1, 2747,    1","  128,    1,    1"
20,45.16,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.20,1.45,20.67,11.00,16,"  344,    1,    1","  256,    1,    1"
22,44.89,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.20,1.44,20.82,11.08,16,"  344,    1,    1","  256,    1,    1"
941,44.81,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,137.18,61.47,36.00,81.36,106,"    2,  692,    1","  128,    1,    1"
949,44.70,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,137.47,61.46,36.26,81.18,106,"    2,  692,    1","  128,    1,    1"
1269,44.20,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,58.34,25.78,24.62,87.55,92,"    1, 2747,    1","  128,    1,    1"
26,44.10,computeOffsetsKernel,void cask__5x_cudnn::computeOffsetsKernel<0..ComputeOffsetsParams),3.23,1.43,20.59,10.91,16,"  344,    1,    1","  256,    1,    1"
1306,43.93,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,66.37,29.15,39.81,83.61,122,"    1, 2747,    1","  128,    1,    1"
1271,43.91,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x32_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,58.72,25.79,24.45,86.94,92,"    1, 2747,    1","  128,    1,    1"
1302,43.73,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,66.24,28.96,39.62,83.74,122,"    1, 2747,    1","  128,    1,    1"
1305,43.65,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",16.80,7.33,6.31,73.28,22,"  164,    1,    1","  768,    1,    1"
411,43.51,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,5.54,2.41,22.58,25.97,16,"  728,    1,    1","  128,    1,    1"
1140,43.44,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc2_execute_kernel__5x_cudnn,176.99,76.89,34.93,57.92,108,"    1, 2747,    1","  128,    1,    1"
1144,43.41,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna8_alignc2_execute_kernel__5x_cudnn,177.06,76.87,34.90,57.89,108,"    1, 2747,    1","  128,    1,    1"
753,43.12,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,140.70,60.67,37.87,76.13,106,"    8,   49,    1","  128,    1,    1"
1297,43.11,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",17.12,7.38,6.23,72.01,22,"  164,    1,    1","  768,    1,    1"
44,42.93,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,34.50,14.81,68.89,68.69,38,"10988,    1,    1","  256,    1,    1"
745,42.90,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,141.41,60.66,37.96,75.74,106,"    8,   49,    1","  128,    1,    1"
48,42.83,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,34.50,14.77,68.73,68.53,38,"10988,    1,    1","  256,    1,    1"
521,42.75,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,5.47,2.34,22.76,26.20,16,"  728,    1,    1","  128,    1,    1"
1281,42.36,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",16.77,7.10,6.12,73.31,22,"  164,    1,    1","  768,    1,    1"
499,41.86,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.61,1.93,20.66,35.05,38,"   12,   32,    1","  256,    1,    1"
1285,41.38,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",17.25,7.14,5.98,71.23,22,"  164,    1,    1","  768,    1,    1"
144,41.26,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,20.19,8.33,48.13,58.74,16," 5500,    1,    1","  128,    1,    1"
453,41.25,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.58,1.89,20.38,34.94,38,"   12,   32,    1","  256,    1,    1"
1289,41.09,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",17.25,7.09,5.94,71.46,22,"  164,    1,    1","  768,    1,    1"
1277,41.00,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",17.38,7.12,5.92,70.78,22,"  164,    1,    1","  768,    1,    1"
1124,40.92,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,200.10,81.87,27.77,59.08,190,"    1, 1374,    1","  128,    1,    1"
925,40.81,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,171.01,69.78,29.16,59.19,217,"    2,  348,    1","  128,    1,    1"
1128,40.80,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,199.62,81.45,27.87,59.20,190,"    1, 1374,    1","  128,    1,    1"
917,40.77,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,170.88,69.67,29.14,59.23,217,"    2,  348,    1","  128,    1,    1"
502,40.59,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.74,1.92,21.54,34.48,38,"   12,   32,    1","  256,    1,    1"
303,40.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.03,6.49,64.81,64.81,38,"    1,    8,  512","  256,    1,    1"
315,40.43,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.16,6.53,64.68,64.68,38,"    1,    8,  512","  256,    1,    1"
239,40.36,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.97,6.45,64.58,64.58,38,"    1,    8,  512","  256,    1,    1"
13,40.32,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,69.92,28.19,54.46,44.40,160,"  688,    1,    1","  128,    1,    1"
11,40.32,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,70.24,28.32,54.50,44.43,160,"  688,    1,    1","  128,    1,    1"
307,40.25,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16,6.44,64.40,64.40,38,"    1,    8,  512","  256,    1,    1"
435,40.23,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.61,1.85,21.80,34.96,38,"   12,   32,    1","  256,    1,    1"
438,40.21,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.70,1.89,20.51,34.23,38,"   12,   32,    1","  256,    1,    1"
319,40.17,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.94,6.40,64.27,64.27,38,"    1,    8,  512","  256,    1,    1"
299,40.15,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.03,6.44,64.24,64.24,38,"    1,    8,  512","  256,    1,    1"
311,40.14,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.97,6.41,64.22,64.22,38,"    1,    8,  512","  256,    1,    1"
243,40.05,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.94,6.38,64.07,64.07,38,"    1,    8,  512","  256,    1,    1"
267,39.81,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.90,6.33,63.70,63.70,38,"    1,    8,  512","  256,    1,    1"
881,39.60,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,19.65,7.78,45.13,60.40,16," 5500,    1,    1","  128,    1,    1"
259,39.57,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,15.94,6.31,63.31,63.31,38,"    1,    8,  512","  256,    1,    1"
295,39.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.06,6.35,63.20,63.20,38,"    1,    8,  512","  256,    1,    1"
358,39.44,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,4.48,1.77,21.75,35.88,40,"   12,   32,    1","  256,    1,    1"
