ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.7825e+07)","Runtime Improvement""""(3.52359e+07)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
134,62.85,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,93.50,58.77,30.45,37.15,238,"    1,  172,    1","  128,    1,    1"
1039,62.71,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_32x6_nhwc_unity_stride_align8..,215.90,135.38,34.33,37.29,164," 1376,    1,    1","  128,    1,    1"
148,62.69,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..float16_copy_kernel_cuda..TensorIteratorBase..,4.06,2.55,3.22,37.31,16,"  576,    1,    1","  128,    1,    1"
823,62.59,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_64x3_nhwc_align8..,152.67,95.55,32.50,37.41,184,"  344,    1,    1","  128,    1,    1"
9,62.58,implicit_convolve_sgemm,"..implicit_convolve_sgemm<__half..kernel_conv_params, unsigned long..",82.62,51.71,71.52,71.33,64," 2750,    2,    1","    8,    8,    1"
138,62.51,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,94.11,58.83,30.33,37.49,238,"    1,  172,    1","  128,    1,    1"
8,62.46,implicit_convolve_sgemm,"..implicit_convolve_sgemm<__half..kernel_conv_params, unsigned long..",82.78,51.70,71.50,71.26,64," 2750,    2,    1","    8,    8,    1"
1047,62.39,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_unity_stride_align8..,217.12,135.46,34.22,37.61,172," 1376,    1,    1","  128,    1,    1"
1043,62.37,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_unity_stride_align8..,216.86,135.26,34.26,37.63,172," 1376,    1,    1","  128,    1,    1"
827,62.33,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_64x3_nhwc_align8..,152.22,94.88,32.47,37.67,184,"  344,    1,    1","  128,    1,    1"
957,62.30,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_256x64_32x4_nhwc_unity_stride_align8..,295.71,184.23,37.70,37.58,248,"  344,    1,    1","  128,    1,    1"
953,62.23,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_256x64_32x4_nhwc_unity_stride_align8..,294.50,183.27,37.77,37.67,248,"  344,    1,    1","  128,    1,    1"
14,62.22,implicit_convolve_sgemm,"..implicit_convolve_sgemm<__half..kernel_conv_params, unsigned long..",88.99,55.37,65.21,64.45,86," 2750,    2,    1","    8,    8,    1"
52,62.14,implicit_convolve_sgemm,"..implicit_convolve_sgemm<__half..kernel_conv_params, unsigned long..",89.28,55.48,64.96,64.15,86," 2750,    2,    1","    8,    8,    1"
183,62.08,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_64x3_nhwc_align8..,95.42,59.24,29.36,37.92,172,"  172,    1,    1","  128,    1,    1"
187,62.03,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_64x3_nhwc_align8..,95.20,59.05,29.33,37.97,172,"  172,    1,    1","  128,    1,    1"
203,61.96,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,95.30,59.05,29.44,38.04,162,"  172,    1,    1","  128,    1,    1"
199,61.96,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,95.42,59.12,29.42,38.04,162,"  172,    1,    1","  128,    1,    1"
897,61.89,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x5_nhwc_unity_stride_align8..,291.36,180.31,38.11,26.42,241,"  344,    1,    1","  128,    1,    1"
901,61.85,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x5_nhwc_unity_stride_align8..,291.74,180.46,38.15,26.43,241,"  344,    1,    1","  128,    1,    1"
1240,61.83,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,362.27,223.98,38.95,86.50,94,"    4, 2747,    1","  128,    1,    1"
1236,61.78,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,362.69,224.07,38.95,86.67,94,"    4, 2747,    1","  128,    1,    1"
369,61.70,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x64_64x5_nhwc_align8..,116.80,72.06,26.67,38.30,118,"   24,    4,    1","  128,    1,    1"
697,61.65,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,171.71,105.87,31.10,38.35,157,"    4,   49,    1","  128,    1,    1"
373,61.57,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x64_64x5_nhwc_align8..,116.64,71.82,26.51,38.43,118,"   24,    4,    1","  128,    1,    1"
689,61.51,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,171.04,105.21,31.03,38.49,157,"    4,   49,    1","  128,    1,    1"
409,61.49,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x64_64x5_nhwc_align8..,116.61,71.71,26.69,38.51,118,"   24,    4,    1","  128,    1,    1"
1216,61.49,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,302.98,186.31,40.51,40.84,144,"    2, 2747,    1","  128,    1,    1"
1212,61.47,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,305.79,187.98,40.54,40.90,144,"    2, 2747,    1","  128,    1,    1"
1100,61.42,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,176.48,108.39,40.32,77.52,94,"    2, 2747,    1","  128,    1,    1"
1104,61.29,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,176.38,108.11,40.19,77.76,94,"    2, 2747,    1","  128,    1,    1"
1164,61.20,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc4_execute_kernel__5x_cudnn,176.51,108.03,40.21,77.60,94,"    2, 2747,    1","  128,    1,    1"
705,61.10,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,169.73,103.71,30.03,38.90,144,"    2,   91,    1","  128,    1,    1"
713,60.85,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,169.15,102.93,30.09,39.15,144,"    2,   91,    1","  128,    1,    1"
1084,60.76,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,157.63,95.78,39.24,35.28,144,"    1, 2747,    1","  128,    1,    1"
1092,60.73,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,162.34,98.59,38.31,41.70,148,"    1, 2747,    1","  128,    1,    1"
1088,60.71,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc8_execute_kernel__5x_cudnn,157.22,95.44,39.29,35.37,144,"    1, 2747,    1","  128,    1,    1"
1096,60.65,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,161.76,98.10,38.25,41.63,148,"    1, 2747,    1","  128,    1,    1"
155,60.57,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,94.56,57.28,29.81,39.43,162,"    4,   43,    1","  128,    1,    1"
1027,60.45,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_256x64_32x4_nhwc_unity_stride_align8..,214.05,129.39,34.60,39.55,248,"  688,    1,    1","  128,    1,    1"
1031,60.42,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_256x64_32x4_nhwc_unity_stride_align8..,213.66,129.09,34.70,39.58,248,"  688,    1,    1","  128,    1,    1"
151,60.22,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,93.73,56.44,29.78,39.78,162,"    4,   43,    1","  128,    1,    1"
34,60.20,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna2_alignc4_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna2_alignc4_execute_kernel__5x_cudnn,46.59,28.05,48.66,45.39,108,"    2,  688,    1","  128,    1,    1"
30,60.03,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna2_alignc4_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x16_stage1_warpsize4x1x1_g1_tensor16x8x16_aligna2_alignc4_execute_kernel__5x_cudnn,46.85,28.12,48.75,45.08,108,"    2,  688,    1","  128,    1,    1"
909,59.78,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_unity_stride_align8..,276.32,165.19,40.22,28.73,241,"  344,    1,    1","  128,    1,    1"
905,59.74,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_unity_stride_align8..,276.42,165.14,40.26,28.73,241,"  344,    1,    1","  128,    1,    1"
977,59.42,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_32x6_nhwc_unity_stride_align8..,274.05,162.84,40.58,36.40,164,"  688,    1,    1","  128,    1,    1"
985,59.42,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_32x6_nhwc_unity_stride_align8..,273.98,162.79,40.58,36.38,164,"  688,    1,    1","  128,    1,    1"
981,59.41,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_32x6_nhwc_unity_stride_align8..,273.92,162.74,40.59,36.42,164,"  688,    1,    1","  128,    1,    1"
1067,59.26,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_32x10_nhwc_unity_stride_align8..,262.69,155.67,28.30,40.74,96," 2750,    1,    1","  128,    1,    1"
1071,59.22,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_32x10_nhwc_unity_stride_align8..,262.27,155.32,28.22,40.78,96," 2750,    1,    1","  128,    1,    1"
639,58.82,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",8.70,5.12,20.54,33.65,20,"  512,    1,    1","  512,    1,    1"
324,58.47,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",8.70,5.09,22.56,34.31,20,"  512,    1,    1","  512,    1,    1"
167,58.24,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,89.31,52.02,31.55,41.76,160,"    4,   43,    1","  128,    1,    1"
893,58.23,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8..,237.89,138.53,41.77,24.30,255,"  688,    1,    1","  128,    1,    1"
889,58.20,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8..,238.50,138.80,41.80,24.20,255,"  688,    1,    1","  128,    1,    1"
171,58.03,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,88.90,51.59,31.52,41.97,160,"    4,   43,    1","  128,    1,    1"
163,57.84,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,88.67,51.29,31.70,42.16,152,"    2,   86,    1","  128,    1,    1"
235,57.82,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",14.24,8.23,19.27,42.18,20,"  256,    1,    1","  512,    1,    1"
137,57.73,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.90,2.25,19.01,16.63,38,"    1,    2,  128","  256,    1,    1"
159,57.69,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,88.35,50.97,31.70,42.31,152,"    2,   86,    1","  128,    1,    1"
943,57.63,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.03,2.32,18.29,16.00,38,"    1,    2,  128","  256,    1,    1"
83,57.62,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.87,2.23,18.95,16.59,38,"    1,    2,  128","  256,    1,    1"
141,57.61,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.87,2.23,18.90,16.52,38,"    1,    2,  128","  256,    1,    1"
95,57.60,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.90,2.25,18.90,16.53,38,"    1,    2,  128","  256,    1,    1"
125,57.53,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.97,2.28,18.66,16.33,38,"    1,    2,  128","  256,    1,    1"
79,57.53,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.87,2.23,17.42,15.23,38,"    1,    2,  128","  256,    1,    1"
935,57.51,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4,2.30,18.49,16.17,38,"    1,    2,  128","  256,    1,    1"
927,57.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4.10,2.36,18.38,16.08,38,"    1,    2,  128","  256,    1,    1"
67,57.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.90,2.24,19.00,16.62,38,"    1,    2,  128","  256,    1,    1"
887,57.50,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4,2.30,18.24,15.95,38,"    1,    2,  128","  256,    1,    1"
115,57.49,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.90,2.24,18.99,16.61,38,"    1,    2,  128","  256,    1,    1"
761,57.47,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",14.21,8.16,16.61,42.53,20,"  256,    1,    1","  512,    1,    1"
99,57.42,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.87,2.22,18.87,16.51,38,"    1,    2,  128","  256,    1,    1"
1023,57.42,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_32x6_nhwc_unity_stride_align8..,213.76,122.74,34.77,42.58,154," 1375,    1,    1","  128,    1,    1"
129,57.37,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.90,2.24,19.12,16.74,38,"    1,    2,  128","  256,    1,    1"
75,57.37,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.87,2.22,18.81,16.45,38,"    1,    2,  128","  256,    1,    1"
1019,57.35,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_32x6_nhwc_unity_stride_align8..,213.34,122.35,34.83,42.65,154," 1375,    1,    1","  128,    1,    1"
717,57.33,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_64x5_nhwc_align8..,155.01,88.87,32.87,42.67,128,"   88,    4,    1","  128,    1,    1"
867,57.32,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,155.65,89.21,32.22,42.68,157,"    2,  176,    1","  128,    1,    1"
111,57.31,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.94,2.26,19.05,16.66,38,"    1,    2,  128","  256,    1,    1"
133,57.31,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.90,2.24,18.94,16.57,38,"    1,    2,  128","  256,    1,    1"
413,57.31,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",6.50,3.72,15.63,24.40,20," 1024,    1,    1","  128,    1,    1"
995,57.31,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_unity_stride_align8..,175.30,100.45,42.69,38.13,241,"  688,    1,    1","  128,    1,    1"
721,57.29,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_64x5_nhwc_align8..,154.30,88.40,32.87,42.71,128,"   88,    4,    1","  128,    1,    1"
999,57.29,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_unity_stride_align8..,175.10,100.32,42.71,38.19,241,"  688,    1,    1","  128,    1,    1"
63,57.27,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.84,2.20,18.86,16.50,38,"    1,    2,  128","  256,    1,    1"
71,57.24,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.84,2.20,19.07,16.68,38,"    1,    2,  128","  256,    1,    1"
919,57.24,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4,2.29,18.19,15.92,38,"    1,    2,  128","  256,    1,    1"
103,57.23,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.87,2.22,18.90,16.54,38,"    1,    2,  128","  256,    1,    1"
91,57.23,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.87,2.22,19.04,16.66,38,"    1,    2,  128","  256,    1,    1"
1075,57.23,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_32x6_nhwc_unity_stride_align8..,212.74,121.74,34.84,42.77,154," 1375,    1,    1","  128,    1,    1"
120,57.21,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,3.94,2.25,19.08,16.69,38,"    1,    2,  128","  256,    1,    1"
875,57.18,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,155.55,88.95,32.18,42.82,157,"    2,  176,    1","  128,    1,    1"
967,57.13,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,4,2.29,18.71,16.36,38,"    1,    2,  128","  256,    1,    1"
296,57.11,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,92.06,52.58,31.04,42.89,160,"    8,   11,    2","  128,    1,    1"
